,time,low,high,open,close,volume,timestamp
310,2018-02-09 00:00:00+00:00,780.0,879.2,812.0,875.99,168801.93,1518102000
311,2018-02-08 00:00:00+00:00,747.82,843.0,750.05,812.0,185676.91,1518015600
312,2018-02-07 00:00:00+00:00,718.03,864.68,783.85,750.04,361969.3,1517929200
313,2018-02-06 00:00:00+00:00,555.56,807.5,694.3,783.83,761449.87,1517842800
314,2018-02-05 00:00:00+00:00,614.02,857.5,826.01,693.54,620503.48,1517756400
315,2018-02-04 00:00:00+00:00,783.27,970.4,969.4,826.0,218567.04,1517670000
316,2018-02-03 00:00:00+00:00,841.61,998.0,912.0,969.4,198322.13,1517583600
317,2018-02-02 00:00:00+00:00,726.43,1020.48,1017.48,911.99,589104.97,1517497200
318,2018-02-01 00:00:00+00:00,930.0,1143.0,1105.01,1017.48,341682.4,1517410800
319,2018-01-31 00:00:00+00:00,1013.25,1121.03,1054.39,1105.01,178908.03,1517324400
320,2018-01-30 00:00:00+00:00,1025.0,1171.0,1162.28,1054.39,243673.54,1517238000
321,2018-01-29 00:00:00+00:00,1137.2,1221.74,1215.01,1162.27,132314.59,1517151600
322,2018-01-28 00:00:00+00:00,1087.94,1224.0,1100.0,1215.01,178921.71,1517065200
323,2018-01-27 00:00:00+00:00,1029.29,1119.0,1045.58,1100.0,120967.0,1516978800
324,2018-01-26 00:00:00+00:00,987.54,1071.75,1040.0,1045.57,145279.41,1516892400
325,2018-01-25 00:00:00+00:00,1014.88,1098.74,1056.99,1040.0,170302.91,1516806000
326,2018-01-24 00:00:00+00:00,952.0,1056.99,984.03,1056.99,157023.52,1516719600
327,2018-01-23 00:00:00+00:00,905.0,1019.0,999.69,984.03,215041.56,1516633200
328,2018-01-22 00:00:00+00:00,917.0,1080.0,1047.13,999.68,221261.5,1516546800
329,2018-01-21 00:00:00+00:00,1010.01,1151.0,1150.02,1047.13,159392.87,1516460400
330,2018-01-20 00:00:00+00:00,1036.08,1164.97,1037.45,1150.02,166622.96,1516374000
331,2018-01-19 00:00:00+00:00,993.4,1093.0,1025.77,1037.45,168397.26,1516287600
332,2018-01-18 00:00:00+00:00,951.0,1100.0,1028.06,1025.78,355917.73,1516201200
333,2018-01-17 00:00:00+00:00,757.0,1165.0,1080.01,1028.06,855358.5,1516114800
334,2018-01-16 00:00:00+00:00,852.0,1285.57,1278.77,1080.0,670579.13,1516028400
335,2018-01-15 00:00:00+00:00,1267.01,1380.97,1365.46,1278.63,130051.34,1515942000
336,2018-01-14 00:00:00+00:00,1256.01,1389.11,1386.01,1365.46,148722.96,1515855600
337,2018-01-13 00:00:00+00:00,1259.99,1419.96,1260.0,1386.02,206582.69,1515769200
338,2018-01-12 00:00:00+00:00,1089.0,1285.0,1137.01,1260.0,217366.61,1515682800
339,2018-01-11 00:00:00+00:00,1083.97,1335.0,1246.95,1137.01,403959.47,1515596400
340,2018-01-10 00:00:00+00:00,1207.61,1386.99,1290.01,1246.94,387651.37,1515510000
341,2018-01-09 00:00:00+00:00,1115.3,1297.58,1137.01,1290.01,279791.71,1515423600
342,2018-01-08 00:00:00+00:00,950.0,1228.99,1118.3,1137.01,387469.76,1515337200
343,2018-01-07 00:00:00+00:00,1003.02,1118.3,1006.68,1118.3,180421.38,1515250800
344,2018-01-06 00:00:00+00:00,961.23,1009.11,969.27,1006.68,126055.08,1515164400
345,2018-01-05 00:00:00+00:00,935.0,1015.0,949.0,969.27,277336.9,1515078000
346,2018-01-04 00:00:00+00:00,906.01,994.89,938.16,949.0,316789.14,1514991600
347,2018-01-03 00:00:00+00:00,850.11,949.98,865.0,938.31,306429.59,1514905200
348,2018-01-02 00:00:00+00:00,759.02,878.5,759.03,865.0,370297.53,1514818800
349,2018-01-01 00:00:00+00:00,727.14,764.97,741.24,759.03,87373.92,1514732400
